AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
20.55,3,No,,0,,One year,5808-TOTXO,Yes,No,Female,1,57.4,0-12,3,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,20.55,No,
101.25,52,No,,0,,One year,5811-IWXYM,Yes,Yes,Female,1,5301.1,49-60,52,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,101.25,Fiber optic,
64.15,20,No,,0,,One year,5815-HGGHV,No,No,Male,1,1274.45,13-24,20,Yes,No,Yes,0,Yes,Mailed check,Yes,Yes,Yes,No,No,64.15,DSL,
68.45,56,No,,0,,One year,5820-PTRYM,No,Yes,Female,1,4014,49-60,56,Yes,No,No,1,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,68.45,DSL,
64.4,48,No,,0,,One year,5825-XJOCM,Yes,Yes,Male,1,3035.35,37-48,48,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,64.4,DSL,
68.75,23,No,,0,,One year,5829-NVSQN,No,Yes,Female,1,1689.45,13-24,23,Yes,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,68.75,DSL,
75.35,29,No,,0,,One year,5832-TRLPB,No,Yes,Male,1,2243.9,25-36,29,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,75.35,DSL,
58.85,21,No,,0,,One year,5837-LXSDN,Yes,No,Female,1,1215.45,13-24,21,No,Yes,No,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,58.85,DSL,
58.45,33,No,,0,,One year,5844-QVTAT,Yes,Yes,Female,1,1955.4,25-36,33,No,No,No,0,Yes,Mailed check,Yes,Yes,Yes,Yes,No,58.45,DSL,
20.3,22,No,,0,,One year,5847-MXBEO,No,No,Male,1,475.1,13-24,22,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.3,No,
20.05,27,No,,0,,One year,5849-ASHZJ,Yes,No,Male,1,552.9,25-36,27,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.05,No,
20.5,2,No,,0,,One year,5857-XRECV,Yes,No,Female,1,38.25,0-12,2,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,20.5,No,
19.8,32,No,,0,,One year,5871-DGTXZ,No,No,Male,1,607.7,25-36,32,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.8,No,
44.45,60,No,,0,,One year,5872-OEQNH,No,Yes,Female,1,2773.9,49-60,60,No,No,Yes,0,No,Electronic check,No,Yes,Yes,No,No phone service,44.45,DSL,
20.05,23,No,,0,,One year,5876-QMYLD,Yes,No,Female,1,415.1,13-24,23,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.05,No,
105.6,67,No,,0,,One year,5897-ZYEKH,No,No,Female,1,7112.15,61+,67,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,105.6,Fiber optic,
75,55,No,,0,,One year,5906-DVAPM,Yes,No,Female,1,4213.9,49-60,55,Yes,Yes,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,75,DSL,
90.15,34,No,,0,,One year,5913-INRQV,No,No,Male,1,3128.8,25-36,34,Yes,Yes,No,1,Yes,Mailed check,Yes,No,Yes,No,No,90.15,Fiber optic,
19.3,32,No,,0,,One year,5914-GXMDA,No,No,Female,1,593.2,25-36,32,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,19.3,No,
71.8,49,No,,0,,One year,5915-DGNVC,No,Yes,Female,1,3472.05,49-60,49,No,No,Yes,0,Yes,Electronic check,Yes,No,Yes,Yes,Yes,71.8,DSL,
19.8,32,No,,0,,One year,5917-RYRMG,No,No,Male,1,587.7,25-36,32,No,No,No,1,Yes,Credit card (automatic),No,No,No,No,No,19.8,No,
20.55,32,No,,0,,One year,5918-VUKWP,No,No,Female,1,654.55,25-36,32,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,20.55,No,
20.25,41,No,,0,,One year,5924-SNGKP,Yes,No,Female,1,865,37-48,41,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,20.25,No,
54.9,53,No,,0,,One year,5944-UGLLK,No,Yes,Male,1,3045.75,49-60,53,Yes,Yes,Yes,0,No,Credit card (automatic),No,No,No,No,No phone service,54.9,DSL,
109.6,71,No,,0,,One year,5945-AZYHT,No,Yes,Male,1,7854.15,61+,71,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,109.6,Fiber optic,
19.35,12,No,,0,,One year,5961-VUSRV,No,No,Female,1,219.35,0-12,12,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,19.35,No,
108.5,64,No,,0,,One year,5966-EMAZU,No,Yes,Male,1,6880.85,61+,64,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,Yes,No,Yes,108.5,Fiber optic,
89.7,72,No,,0,,One year,5968-XQIVE,Yes,No,Male,1,6588.95,61+,72,No,Yes,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,89.7,Fiber optic,
63.7,36,No,,0,,One year,5975-BAICR,Yes,Yes,Male,1,2188.5,25-36,36,No,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,63.7,DSL,
108.35,35,No,,0,,One year,5981-ZVXOT,No,Yes,Female,1,3726.15,25-36,35,No,Yes,Yes,1,Yes,Electronic check,No,Yes,Yes,Yes,Yes,108.35,Fiber optic,
105,72,No,,0,,One year,5985-BEHZK,No,Yes,Female,1,7578.05,61+,72,No,Yes,Yes,1,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,105,Fiber optic,
74.75,32,No,,0,,One year,5985-TBABQ,No,No,Female,1,2282.95,25-36,32,No,Yes,Yes,0,Yes,Mailed check,No,No,Yes,No,Yes,74.75,DSL,
19.35,39,No,,0,,One year,5986-WWXDV,Yes,No,Male,1,779.2,37-48,39,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,19.35,No,
57.6,24,No,,0,,One year,5989-OMNJE,Yes,Yes,Female,1,1367.75,13-24,24,No,Yes,Yes,0,No,Electronic check,Yes,No,Yes,Yes,No phone service,57.6,DSL,
20.05,12,No,,0,,One year,5993-BQHEA,No,No,Male,1,267,0-12,12,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.05,No,
19.8,37,No,,0,,One year,5995-WWKKG,No,No,Female,1,695.05,37-48,37,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,19.8,No,
98.15,40,No,,0,,One year,5996-NRVXR,No,Yes,Male,1,4116.8,37-48,40,Yes,Yes,No,1,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,98.15,Fiber optic,
55.45,54,No,,0,,One year,6008-NAIXK,No,Yes,Male,1,2966.95,49-60,54,No,Yes,Yes,1,No,Electronic check,No,Yes,No,Yes,No phone service,55.45,DSL,
19.15,35,No,,0,,One year,6016-NXBNJ,No,No,Male,1,638,25-36,35,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,19.15,No,
59.8,39,No,,0,,One year,6047-SUHPR,Yes,Yes,Male,1,2343.85,37-48,39,No,No,No,0,Yes,Electronic check,Yes,No,Yes,Yes,No,59.8,DSL,
106.5,70,No,,0,,One year,6050-IJRHS,Yes,Yes,Female,1,7397,61+,70,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,106.5,Fiber optic,
19.15,55,No,,0,,One year,6051-PTVNS,Yes,No,Female,1,998.1,49-60,55,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,19.15,No,
70.2,41,No,,0,,One year,6061-GWWAV,Yes,Yes,Male,1,2894.55,37-48,41,No,Yes,No,0,Yes,Mailed check,No,No,Yes,Yes,No,70.2,DSL,
19.9,25,No,,0,,One year,6061-PQHMK,No,No,Female,1,527.5,25-36,25,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,19.9,No,
57.2,23,No,,0,,One year,6064-PUPMC,Yes,No,Male,1,1423.35,13-24,23,Yes,No,No,0,Yes,Credit card (automatic),Yes,No,Yes,No,No,57.2,DSL,
20.25,22,No,,0,,One year,6072-NUQCB,Yes,No,Male,1,488.25,13-24,22,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,20.25,No,
19.65,23,No,,0,,One year,6082-OQFBA,Yes,No,Male,1,436.9,13-24,23,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,19.65,No,
54.45,68,No,,0,,One year,6094-ZIVKX,No,Yes,Female,1,3674.95,61+,68,No,No,No,0,Yes,Credit card (automatic),No,Yes,Yes,No,No,54.45,DSL,
24.9,64,No,,0,,One year,6096-EGVTU,Yes,No,Female,1,1595.5,61+,64,No,No,No,0,Yes,Mailed check,Yes,No,No,No,Yes,24.9,No,
20.05,26,No,,0,,One year,6100-FJZDG,Yes,No,Male,1,505.9,25-36,26,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,20.05,No,
39.5,29,No,,0,,One year,6114-TCFID,No,No,Female,1,1082.75,25-36,29,Yes,No,No,0,No,Credit card (automatic),No,No,Yes,Yes,No phone service,39.5,DSL,
83,63,No,,0,,One year,6121-TNHBO,No,Yes,Female,1,5243.05,61+,63,Yes,Yes,No,1,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,83,DSL,
58.25,68,No,,0,,One year,6152-ONASV,No,No,Female,1,3975.7,61+,68,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,58.25,DSL,
87.15,26,No,,0,,One year,6156-UZDLF,No,Yes,Female,1,2274.1,25-36,26,Yes,No,No,0,Yes,Credit card (automatic),No,Yes,Yes,No,No,87.15,Fiber optic,
85.45,71,No,,0,,One year,6161-ERDGD,Yes,Yes,Male,1,6300.85,61+,71,Yes,Yes,Yes,0,Yes,Electronic check,Yes,No,Yes,No,Yes,85.45,DSL,
30.75,46,No,,0,,One year,6174-NRBTZ,No,No,Male,1,1489.3,37-48,46,No,No,No,0,No,Bank transfer (automatic),No,Yes,Yes,No,No phone service,30.75,DSL,
20.25,38,No,,0,,One year,6188-UXBBR,No,No,Female,1,814.75,37-48,38,No,No,No,0,Yes,Credit card (automatic),Yes,Yes,No,No,No,20.25,No,
81.15,51,No,,0,,One year,6194-HBGQN,No,Yes,Male,1,4126.2,49-60,51,Yes,Yes,No,0,Yes,Credit card (automatic),No,Yes,Yes,Yes,Yes,81.15,DSL,
54.65,57,No,,0,,One year,6195-MELTI,No,No,Male,1,3134.7,49-60,57,Yes,No,No,0,Yes,Mailed check,No,Yes,No,Yes,No,54.65,DSL,
109.8,56,No,,0,,One year,6198-PNNSZ,No,Yes,Female,1,6109.65,49-60,56,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,109.8,Fiber optic,
100.25,46,No,,0,,One year,6199-IWKGC,No,No,Female,1,4753.85,37-48,46,Yes,Yes,Yes,1,Yes,Electronic check,Yes,No,No,No,Yes,100.25,Fiber optic,
76,22,No,,0,,One year,6202-DYYFX,No,No,Female,1,1783.6,13-24,22,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,76,Fiber optic,
19.9,9,No,,0,,One year,6202-JVYEU,No,No,Male,1,164.6,0-12,9,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,19.9,No,
20.65,42,No,,0,,One year,6223-DHJGV,No,No,Female,1,958.1,37-48,42,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,20.65,No,
99.5,69,No,,0,,One year,6227-FBDXH,No,Yes,Male,1,6841.45,61+,69,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,99.5,Fiber optic,
52,56,No,,0,,One year,6229-UOLQL,Yes,No,Male,1,2884.9,49-60,56,Yes,Yes,No,0,No,Mailed check,Yes,Yes,Yes,Yes,No phone service,52,DSL,
94.95,62,No,,0,,One year,6242-SGYTS,Yes,No,Male,1,5791.85,61+,62,No,Yes,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,94.95,Fiber optic,
20.4,61,No,,0,,One year,6248-BSHKG,Yes,No,Male,1,1226.45,61+,61,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.4,No,
84.4,54,No,,0,,One year,6250-CGGUN,No,Yes,Male,1,4484.05,49-60,54,Yes,No,No,0,Yes,Electronic check,No,No,Yes,No,No,84.4,Fiber optic,
68.1,37,No,,0,,One year,6252-DFGTK,No,Yes,Female,1,2479.25,37-48,37,Yes,No,No,0,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,68.1,DSL,
64.75,13,No,,0,,One year,6253-WRFHY,Yes,No,Male,1,877.35,13-24,13,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,No,64.75,DSL,
19.7,4,No,,0,,One year,6260-XLACS,No,No,Male,1,117.8,0-12,4,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.7,No,
95.75,69,No,,0,,One year,6265-SXWBU,Yes,Yes,Male,1,6511.25,61+,69,No,Yes,No,0,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,95.75,Fiber optic,
89.85,65,No,,0,,One year,6266-QHOJZ,No,No,Female,1,5844.65,61+,65,Yes,No,No,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,89.85,Fiber optic,
49.05,44,No,,0,,One year,6281-FKEWS,No,Yes,Female,1,2265,37-48,44,No,Yes,Yes,0,No,Electronic check,No,Yes,No,No,No phone service,49.05,DSL,
98,56,No,,0,,One year,6284-KMNUF,No,No,Female,1,5270.6,49-60,56,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,98,Fiber optic,
58.2,19,No,,0,,One year,6296-DDOOR,No,No,Female,1,1045.25,13-24,19,No,Yes,No,0,Yes,Electronic check,No,No,No,Yes,No,58.2,DSL,
55.25,29,No,,0,,One year,6303-KFWSL,No,No,Female,1,1620.2,25-36,29,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,55.25,DSL,
69.35,67,No,,0,,One year,6332-FBZRI,Yes,Yes,Male,1,4653.25,61+,67,Yes,No,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,69.35,DSL,
110,65,No,,0,,One year,6333-YDVLT,No,Yes,Male,1,7138.65,61+,65,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,Yes,Yes,No,Yes,110,Fiber optic,
104.3,62,No,,0,,One year,6341-AEVKX,No,Yes,Female,1,6613.65,61+,62,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,No,104.3,Fiber optic,
81.15,31,No,,0,,One year,6341-JVQGF,Yes,Yes,Female,1,2545.75,25-36,31,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,Yes,No,No,81.15,DSL,
88.8,67,No,,0,,One year,6352-GIGGQ,No,Yes,Male,1,5903.15,61+,67,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,88.8,DSL,
108.3,42,No,,0,,One year,6362-QHAFM,No,Yes,Male,1,4586.15,37-48,42,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,108.3,Fiber optic,
99.1,39,No,,0,,One year,6383-ZTSIW,No,No,Female,1,3877.95,37-48,39,No,Yes,Yes,1,Yes,Mailed check,Yes,No,Yes,Yes,No,99.1,Fiber optic,
56.15,62,No,,0,,One year,6388-TABGU,Yes,No,Male,1,3487.95,61+,62,No,No,No,0,Yes,Bank transfer (automatic),No,No,Yes,Yes,No,56.15,DSL,
61.05,25,No,,0,,One year,6402-SSEJG,No,Yes,Female,1,1540.2,25-36,25,No,Yes,Yes,0,No,Electronic check,No,No,Yes,Yes,No phone service,61.05,DSL,
104.55,66,No,,0,,One year,6408-OTUBZ,No,Yes,Female,1,6779.05,61+,66,Yes,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,104.55,Fiber optic,
55.65,46,No,,0,,One year,6416-JNVRK,No,No,Female,1,2688.85,37-48,46,No,No,Yes,0,Yes,Credit card (automatic),No,No,No,No,No,55.65,DSL,
20.75,23,No,,0,,One year,6419-ZTTLE,No,No,Male,1,485.2,13-24,23,No,No,No,1,Yes,Electronic check,Yes,Yes,No,No,No,20.75,No,
82.85,28,No,,0,,One year,6421-SZVEM,Yes,No,Female,1,2320.8,25-36,28,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,82.85,Fiber optic,
64.5,30,No,,0,,One year,6440-DKQGE,Yes,Yes,Male,1,1929.95,25-36,30,No,Yes,No,0,Yes,Credit card (automatic),No,No,No,Yes,No,64.5,DSL,
20.95,31,No,,0,,One year,6447-EGDIV,No,No,Female,1,683.25,25-36,31,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.95,No,
54.95,35,No,,0,,One year,6461-PPAXN,Yes,No,Female,1,1916,25-36,35,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,54.95,DSL,
106.6,67,No,,0,,One year,6465-GSRCL,Yes,No,Female,1,7244.7,61+,67,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,106.6,Fiber optic,
20.2,1,No,,0,,One year,6469-MRVET,Yes,No,Male,1,20.2,0-12,1,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,20.2,No,
70.5,32,No,,0,,One year,6478-HRRCZ,No,No,Male,1,2201.75,25-36,32,Yes,No,Yes,0,Yes,Mailed check,Yes,No,Yes,Yes,No,70.5,DSL,
19.9,25,No,,0,,One year,6479-OAUSD,No,No,Male,1,510.8,25-36,25,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,19.9,No,
112.2,45,No,,0,,One year,6480-YAGIY,No,Yes,Male,1,5031.85,37-48,45,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,Yes,Yes,No,112.2,Fiber optic,
36.1,56,No,,0,,One year,6481-LXPWL,Yes,Yes,Male,1,1971.5,49-60,56,No,No,No,0,No,Credit card (automatic),Yes,Yes,No,Yes,No phone service,36.1,DSL,
90.7,31,No,,0,,One year,6486-LHTMA,No,Yes,Female,1,2835.5,25-36,31,No,Yes,No,1,Yes,Electronic check,Yes,Yes,No,No,Yes,90.7,Fiber optic,
101.35,68,No,,0,,One year,6500-JVEGC,No,Yes,Male,1,7110.75,61+,68,No,Yes,No,0,Yes,Bank transfer (automatic),No,No,Yes,Yes,Yes,101.35,Fiber optic,
18.8,15,No,,0,,One year,6508-NJYRO,No,No,Male,1,294.95,13-24,15,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,18.8,No,
24.8,23,No,,0,,One year,6510-UPNKS,No,No,Female,1,615.35,13-24,23,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,Yes,24.8,No,
20.8,24,No,,0,,One year,6527-PZFPV,Yes,No,Male,1,469.65,13-24,24,No,No,No,0,Yes,Credit card (automatic),Yes,Yes,No,No,No,20.8,No,
50.75,15,No,,0,,One year,6537-OTKMY,No,Yes,Male,1,688.2,13-24,15,No,Yes,Yes,0,No,Electronic check,No,No,No,No,No phone service,50.75,DSL,
57.75,23,No,,0,,One year,6543-JXSOO,Yes,No,Female,1,1282.85,13-24,23,Yes,No,No,0,Yes,Mailed check,Yes,Yes,Yes,Yes,No,57.75,DSL,
23.95,51,No,,0,,One year,6546-OPBBH,Yes,No,Male,1,1216.35,49-60,51,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,Yes,23.95,No,
24.9,33,No,,0,,One year,6551-ZCOTS,No,No,Male,1,847.8,25-36,33,No,No,No,1,Yes,Bank transfer (automatic),No,Yes,No,No,Yes,24.9,No,
97.95,49,No,,0,,One year,6559-RAKOZ,Yes,No,Male,1,4917.9,49-60,49,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,97.95,Fiber optic,
20.6,33,No,,0,,One year,6563-VRERX,Yes,No,Male,1,690.25,25-36,33,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.6,No,
79.15,33,No,,0,,One year,6574-MCOEH,Yes,Yes,Female,1,2531.4,25-36,33,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,79.15,DSL,
54.6,17,No,,0,,One year,6576-FBXOJ,No,Yes,Male,1,934.8,13-24,17,Yes,Yes,Yes,0,No,Electronic check,Yes,No,No,No,No phone service,54.6,DSL,
56.2,27,No,,0,,One year,6584-VQMYT,Yes,No,Male,1,1567.55,25-36,27,No,No,No,0,Yes,Mailed check,No,No,Yes,Yes,No,56.2,DSL,
55.2,15,No,,0,,One year,6586-PSJOX,Yes,Yes,Male,1,864.55,13-24,15,Yes,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,55.2,DSL,
43.05,50,No,,0,,One year,6598-KELSS,Yes,No,Male,1,2208.05,49-60,50,No,Yes,No,0,No,Bank transfer (automatic),No,Yes,Yes,Yes,No phone service,43.05,DSL,
74.65,13,No,,0,,One year,6599-GZWCM,No,No,Female,1,966.25,13-24,13,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,No,74.65,Fiber optic,
81.85,23,No,,0,,One year,6617-WLBQC,Yes,No,Female,1,1810.85,13-24,23,No,No,No,0,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,81.85,Fiber optic,
110.45,30,No,,0,,One year,6647-ZEDXT,No,Yes,Female,1,3327.05,25-36,30,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,No,Yes,Yes,110.45,Fiber optic,
114.35,50,No,,0,,One year,6655-LHBYW,No,Yes,Male,1,5791.1,49-60,50,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,Yes,Yes,Yes,114.35,Fiber optic,
75.25,31,No,,0,,One year,6663-JOCQO,Yes,No,Male,1,2344.5,25-36,31,Yes,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,75.25,DSL,
89.35,19,No,,0,,One year,6668-CNMFP,Yes,No,Female,1,1686.85,13-24,19,Yes,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,89.35,Fiber optic,
25.2,11,No,,0,,One year,6674-KVJHG,No,No,Female,1,245.15,0-12,11,No,No,No,0,Yes,Electronic check,No,No,No,No,Yes,25.2,No,
51.25,43,No,,0,,One year,6682-VCIXC,Yes,No,Female,1,2151.6,37-48,43,Yes,Yes,No,0,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,No phone service,51.25,DSL,
70.8,63,No,,0,,One year,6685-GBWJZ,No,No,Male,1,4448.8,61+,63,Yes,Yes,No,0,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,70.8,DSL,
109.8,44,No,,0,,One year,6689-VRRTK,No,Yes,Female,1,4860.35,37-48,44,No,Yes,Yes,1,Yes,Credit card (automatic),No,Yes,Yes,Yes,Yes,109.8,Fiber optic,
55.6,35,No,,0,,One year,6693-DJWTY,Yes,No,Female,1,2016.45,25-36,35,No,No,No,0,Yes,Credit card (automatic),No,No,Yes,Yes,No,55.6,DSL,
64.85,43,No,,0,,One year,6718-BDGHG,No,No,Female,1,2908.2,37-48,43,Yes,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,64.85,DSL,
108.1,66,No,,0,,One year,6723-WSNTY,No,Yes,Female,1,7181.95,61+,66,Yes,Yes,Yes,1,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,108.1,Fiber optic,
85.9,27,No,,0,,One year,6726-WEXXK,No,Yes,Male,1,2220.1,25-36,27,No,No,No,1,Yes,Electronic check,Yes,Yes,Yes,No,Yes,85.9,Fiber optic,
56.15,15,No,,0,,One year,6728-CZFEI,No,No,Female,1,931.9,13-24,15,No,Yes,No,0,Yes,Mailed check,No,No,No,No,No,56.15,DSL,
104.15,72,No,,0,,One year,6728-DKUCO,Yes,No,Female,1,7303.05,61+,72,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,104.15,Fiber optic,
96,63,No,,0,,One year,6728-VOIFY,No,No,Female,1,6109.75,61+,63,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,No,96,Fiber optic,
19.45,67,No,,0,,One year,6729-FZWSY,No,No,Male,1,1195.95,61+,67,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,19.45,No,
94.9,47,No,,0,,One year,6732-FZUGP,No,Yes,Female,1,4615.25,37-48,47,No,Yes,No,0,Yes,Credit card (automatic),No,No,Yes,No,Yes,94.9,Fiber optic,
84.8,67,No,,0,,One year,6736-DHUQI,Yes,Yes,Female,1,5598.3,61+,67,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,84.8,Fiber optic,
54,44,No,,0,,One year,6738-ISCBM,No,Yes,Male,1,2440.25,37-48,44,No,Yes,Yes,0,No,Electronic check,No,Yes,Yes,No,No phone service,54,DSL,
19.7,19,No,,0,,One year,6746-WAUWT,No,No,Male,1,386.5,13-24,19,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,No,19.7,No,
25.35,30,No,,0,,One year,6754-WKSHP,Yes,No,Male,1,723.3,25-36,30,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,25.35,No,
26,26,No,,0,,One year,6765-MBQNU,No,No,Female,1,684.05,25-36,26,No,No,No,0,Yes,Mailed check,Yes,No,No,No,Yes,26,No,
20.4,40,No,,0,,One year,6772-WFQRD,Yes,No,Male,1,854.9,37-48,40,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,20.4,No,
74.8,24,No,,0,,One year,6778-EICRF,Yes,No,Male,1,1821.2,13-24,24,No,Yes,Yes,0,Yes,Mailed check,Yes,No,Yes,No,Yes,74.8,DSL,
50.6,24,No,,0,,One year,6778-JFCMK,No,No,Male,1,1288.75,13-24,24,No,Yes,Yes,0,No,Mailed check,No,Yes,Yes,No,No phone service,50.6,DSL,
55.8,36,No,,0,,One year,6784-XYJAE,No,Yes,Female,1,1941.5,25-36,36,No,No,No,0,Yes,Electronic check,No,No,No,No,Yes,55.8,DSL,
104.6,66,No,,0,,One year,6797-UCJHZ,No,Yes,Female,1,6819.45,61+,66,No,Yes,Yes,1,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,104.6,Fiber optic,
104.85,38,No,,0,,One year,6807-SIWJI,No,No,Male,1,3887.25,37-48,38,No,Yes,Yes,0,Yes,Electronic check,No,Yes,Yes,Yes,Yes,104.85,Fiber optic,
39.65,47,No,,0,,One year,6810-VCAEX,No,No,Female,1,1798.65,37-48,47,Yes,No,No,0,No,Credit card (automatic),No,No,Yes,Yes,No phone service,39.65,DSL,
25,51,No,,0,,One year,6814-ZPWFQ,No,No,Male,1,1260.7,49-60,51,No,No,No,1,Yes,Bank transfer (automatic),No,No,No,No,Yes,25,No,
107.25,56,No,,0,,One year,6815-ABQFQ,No,No,Male,1,6033.3,49-60,56,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,107.25,Fiber optic,
97.05,48,No,,0,,One year,6821-JPCDC,No,Yes,Female,1,4692.95,37-48,48,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,No,97.05,Fiber optic,
18.25,28,No,,0,,One year,6823-SIDFQ,No,No,Male,1,534.7,25-36,28,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,18.25,No,
